data;ruota;numero1;numero2;numero3;numero4;numero5
19640222;NA;20;57;65;25;31
19640222;PA;30;10;13;67;4
19640222;RM;85;72;25;31;77
19640222;TO;13;31;22;88;70
19640222;VE;38;26;22;86;23
19640229;BA;68;29;88;35;75
19640229;CA;86;55;47;76;79
19640229;FI;5;87;37;38;69
19640229;GE;51;40;84;45;74
19640229;MI;69;82;2;80;41
19640229;NA;88;25;62;38;48
19640229;PA;34;2;69;49;22
19640229;RM;75;43;14;77;65
19640229;TO;89;59;88;39;87
19640229;VE;47;22;85;3;39
19640307;BA;20;48;13;43;52
19640307;CA;31;10;21;33;22
19640307;FI;17;79;68;69;21
19640307;GE;66;23;67;77;51
19640307;MI;89;39;37;48;55
19640307;NA;66;35;88;81;23
19640307;PA;56;55;50;20;3
19640307;RM;49;4;70;72;19
19640307;TO;20;82;19;67;29
19640307;VE;40;59;23;72;51
19640314;BA;1;31;74;58;42
19640314;CA;83;23;53;20;26
19640314;FI;13;36;73;32;82
19640314;GE;90;21;52;6;8
19640314;MI;18;73;11;1;88
19640314;NA;80;31;82;16;34
19640314;PA;30;71;35;85;26
19640314;RM;82;68;6;74;49
19640314;TO;59;21;83;17;22
19640314;VE;53;8;1;77;14
19640321;BA;58;60;3;28;17
19640321;CA;43;50;7;80;42
19640321;FI;78;27;66;8;28
19640321;GE;50;18;88;3;51
19640321;MI;32;38;25;78;40
19640321;NA;73;5;14;37;76
19640321;PA;69;3;6;41;76
19640321;RM;19;43;36;37;18
19640321;TO;86;27;26;8;82
19640321;VE;40;39;50;84;87
19640328;BA;78;9;55;25;15
19640328;CA;43;44;85;60;20
19640328;FI;3;35;10;29;65
19640328;GE;43;57;23;71;79
19640328;MI;2;69;47;18;41
19640328;NA;72;49;74;76;81
19640328;PA;34;73;30;21;13
19640328;RM;44;22;3;63;47
19640328;TO;34;45;33;86;2
19640328;VE;5;70;3;68;89
19640407;BA;77;36;13;81;64
19640407;CA;42;55;48;56;3
19640407;FI;70;10;46;24;58
19640407;GE;80;70;77;30;59
19640407;MI;26;83;25;59;45
19640407;NA;50;87;84;40;42
19640407;PA;52;60;11;37;64
19640407;RM;40;9;78;58;24
19640407;TO;3;16;60;21;12
19640407;VE;11;22;28;65;77
19640411;BA;84;66;80;75;63
19640411;CA;90;33;79;29;16
19640411;FI;29;38;60;83;53
19640411;GE;11;82;47;66;35
19640411;MI;10;52;5;59;88
19640411;NA;32;13;90;63;57
19640411;PA;67;12;75;79;62
19640411;RM;14;65;38;66;24
19640411;TO;68;35;69;76;37
19640411;VE;22;5;7;8;71
19640418;BA;23;28;74;66;3
19640418;CA;41;33;83;22;90
19640418;FI;81;13;10;80;48
19640418;GE;30;31;57;67;61
19640418;MI;66;61;28;6;63
19640418;NA;66;45;41;34;37
19640418;PA;85;58;25;69;28
19640418;RM;22;73;71;83;23
19640418;TO;77;57;55;1;24
19640418;VE;7;33;3;65;46
19640425;FI;48;42;18;73;60
19640427;BA;77;15;31;41;71
19640427;CA;38;50;77;26;33
19640427;GE;41;80;85;56;66
19640427;MI;2;9;70;77;68
19640427;NA;89;85;67;40;5
19640427;PA;6;80;5;60;1
19640427;RM;78;84;44;33;14
19640427;TO;59;33;24;20;35
19640427;VE;38;50;29;67;16
19640504;BA;45;8;66;15;41
19640504;CA;72;19;25;66;76
19640504;FI;75;62;76;38;82
19640504;GE;89;61;6;74;44
19640504;MI;27;14;67;60;71
19640504;NA;3;90;16;44;19
19640504;PA;36;90;86;56;23
19640504;RM;88;14;50;36;34
19640504;TO;59;1;20;74;81
19640504;VE;36;61;10;25;15
19640509;BA;74;80;58;46;37
19640509;CA;74;9;82;22;53
19640509;FI;31;48;52;28;55
19640509;GE;60;57;39;18;41
19640509;MI;75;77;67;36;4
19640509;NA;86;9;25;47;82
19640509;PA;32;45;33;29;6
19640509;RM;79;17;89;9;14
19640509;TO;73;77;65;44;5
19640509;VE;63;75;45;6;89
19640516;BA;68;87;2;45;6
19640516;CA;6;2;76;63;85
19640516;FI;79;58;17;31;30
19640516;GE;70;64;38;24;22
19640516;MI;85;60;58;46;14
19640516;NA;41;10;13;32;48
19640516;PA;45;86;89;75;10
19640516;RM;47;38;76;2;88
19640516;TO;80;65;40;18;32
19640516;VE;60;72;74;23;88
19640523;BA;90;30;36;87;89
19640523;CA;7;80;3;16;41
19640523;FI;1;78;80;29;74
19640523;GE;76;63;57;54;18
19640523;MI;59;51;26;72;80
19640523;NA;2;29;81;14;16
19640523;PA;2;51;25;59;23
19640523;RM;70;53;62;33;73
19640523;TO;82;54;38;70;74
19640523;VE;39;57;26;22;37
19640530;BA;84;20;73;69;53
19640530;CA;15;62;6;28;36
19640530;FI;29;8;25;57;49
19640530;GE;16;67;85;66;49
19640530;MI;10;79;20;36;42
19640530;NA;81;12;43;72;7
19640530;PA;19;37;60;74;53
19640530;RM;16;83;81;8;42
19640530;TO;50;19;29;73;64
19640530;VE;71;90;67;88;62
19640606;BA;60;28;43;12;69
19640606;CA;5;16;66;43;4
19640606;FI;50;48;55;37;46
19640606;GE;81;6;82;3;19
19640606;MI;45;38;72;30;84
19640606;NA;83;34;67;60;57
19640606;PA;81;47;9;39;79
19640606;RM;52;88;20;35;51
19640606;TO;66;37;7;86;10
19640606;VE;80;6;76;68;70
19640613;BA;46;20;6;60;30
19640613;CA;35;89;51;88;39
19640613;FI;73;23;72;2;22
19640613;GE;4;2;86;48;54
19640613;MI;40;56;29;64;19
19640613;NA;61;73;48;25;55
19640613;PA;34;3;75;57;10
19640613;RM;53;76;51;67;11
19640613;TO;31;4;1;7;65
19640613;VE;18;17;70;48;19
19640620;BA;48;39;45;29;61
19640620;CA;35;64;80;5;69
19640620;FI;68;14;23;77;61
19640620;GE;60;73;32;78;79
19640620;MI;60;15;59;30;88
19640620;NA;50;83;36;37;12
19640620;PA;76;86;59;54;21
19640620;RM;56;28;68;35;36
19640620;TO;47;11;39;5;73
19640620;VE;79;10;62;56;27
19640627;BA;7;23;40;24;30
19640627;CA;86;52;45;57;42
19640627;FI;54;13;36;71;12
19640627;GE;19;7;85;48;52
19640627;MI;65;55;78;19;64
19640627;NA;4;17;39;65;68
19640627;PA;68;82;19;83;56
19640627;RM;63;26;22;65;84
19640627;TO;56;79;15;36;76
19640627;VE;63;65;30;69;61
19640704;BA;38;50;56;68;80
19640704;CA;62;77;63;35;21
19640704;FI;64;66;75;26;83
19640704;GE;80;7;18;27;19
19640704;MI;78;16;80;37;30
19640704;NA;45;74;50;82;41
19640704;PA;62;72;3;27;21
19640704;RM;24;82;74;34;85
19640704;TO;1;87;70;77;83
19640704;VE;41;33;24;5;35
19640711;BA;34;54;64;22;8
19640711;CA;39;4;66;49;6
19640711;FI;4;34;17;77;46
19640711;GE;15;52;81;40;1
19640711;MI;66;76;82;62;2
19640711;NA;79;31;6;45;82
19640711;PA;18;63;37;27;46
19640711;RM;86;33;40;79;54
19640711;TO;81;17;33;27;82
19640711;VE;54;37;46;52;84
19640718;BA;1;39;63;4;79
19640718;CA;24;6;80;45;58
19640718;FI;2;80;34;58;18
19640718;GE;18;60;75;81;47
19640718;MI;33;31;70;46;16
19640718;NA;44;41;39;83;8
19640718;PA;22;78;18;71;64
19640718;RM;72;12;8;65;66
19640718;TO;11;74;35;22;82
19640718;VE;25;88;89;23;27
19640725;BA;66;88;2;72;29
19640725;CA;15;26;12;20;10
19640725;FI;51;74;34;31;56
19640725;GE;57;61;6;35;42
19640725;MI;66;32;34;78;89
19640725;NA;86;39;11;66;51
19640725;PA;89;46;27;33;77
19640725;RM;44;66;13;54;70
19640725;TO;85;87;29;84;65
19640725;VE;77;58;52;29;20
19640801;BA;73;69;21;9;54
19640801;CA;59;60;74;30;83
19640801;FI;15;23;27;64;3
19640801;GE;20;26;25;22;61
19640801;MI;52;90;79;70;69
19640801;NA;24;64;63;90;7
19640801;PA;34;40;5;26;17
19640801;RM;44;8;78;83;74
19640801;TO;7;5;59;1;38
19640801;VE;37;63;44;19;87
19640808;BA;31;44;77;70;60
19640808;CA;42;84;8;90;44
19640808;FI;82;1;3;27;75
19640808;GE;77;42;50;53;17
19640808;MI;20;8;10;58;83
19640808;NA;48;17;77;21;30
19640808;PA;12;44;34;75;20
19640808;RM;82;57;52;38;4
19640808;TO;7;63;44;27;21
19640808;VE;53;59;58;28;18
19640817;BA;74;37;78;46;33
19640817;CA;81;60;30;50;45
19640817;FI;7;37;48;84;30
19640817;GE;47;81;14;22;11
19640817;MI;20;87;22;83;56
19640817;NA;84;80;13;86;22
19640817;PA;85;32;28;21;56
19640817;RM;62;74;89;25;59
19640817;TO;34;36;31;23;32
19640817;VE;72;74;84;68;10
19640822;BA;72;88;66;5;75
19640822;CA;28;44;71;48;72
19640822;FI;82;32;86;34;83
19640822;GE;33;24;17;64;15
19640822;MI;26;86;54;48;22
19640822;NA;28;61;1;64;26
19640822;PA;2;53;63;37;89
19640822;RM;21;26;5;83;59
19640822;TO;79;31;1;7;23
19640822;VE;1;82;73;24;81
19640829;BA;55;71;46;58;83
19640829;CA;58;4;90;44;75
19640829;FI;16;12;54;71;3
19640829;GE;11;18;78;28;61
19640829;MI;2;15;71;27;18
19640829;NA;87;89;5;19;64
19640829;PA;55;57;3;47;76
19640829;RM;67;11;27;90;18
19640829;TO;84;79;58;27;41
19640829;VE;39;44;38;4;34
19640905;BA;74;26;2;33;71
19640905;CA;15;8;10;32;30
19640905;FI;32;17;40;90;57
19640905;GE;12;5;84;47;43
19640905;MI;51;32;63;27;84
19640905;NA;85;88;55;24;89
19640905;PA;53;66;30;13;27
19640905;RM;57;22;6;73;8
19640905;TO;4;74;53;57;81
19640905;VE;25;80;68;35;16
19640912;BA;13;48;70;77;22
19640912;CA;86;1;90;40;11
19640912;FI;81;22;46;80;83
19640912;GE;40;82;8;20;27
19640912;MI;81;83;67;27;18
19640912;NA;69;79;12;14;32
19640912;PA;18;19;44;75;23
19640912;RM;35;46;53;89;58
19640912;TO;88;13;4;43;44
19640912;VE;64;13;3;72;89
19640919;BA;48;55;8;72;2
19640919;CA;24;35;3;66;28
19640919;FI;76;55;74;67;20
19640919;GE;36;42;23;47;54
19640919;MI;57;49;68;85;7
19640919;NA;65;24;77;6;71
19640919;PA;31;84;86;42;43
19640919;RM;33;39;7;65;61
19640919;TO;69;26;72;33;9
19640919;VE;20;13;51;67;81
19640926;BA;87;62;32;36;9
19640926;CA;53;6;21;73;41
19640926;FI;18;49;63;60;15
19640926;GE;23;47;10;36;73
19640926;MI;81;39;31;29;18
19640926;NA;52;19;49;58;72
19640926;PA;63;50;10;40;65
19640926;RM;81;18;10;44;89
19640926;TO;80;60;16;69;54
19640926;VE;87;49;19;50;70
19641003;BA;41;18;19;15;1
19641003;CA;46;26;31;7;23
19641003;FI;40;64;54;26;55
19641003;GE;71;33;35;84;22
19641003;MI;57;15;64;53;7
19641003;NA;71;50;53;18;12
19641003;PA;15;71;89;86;47
19641003;RM;71;52;25;16;11
19641003;TO;9;34;42;57;28
19641003;VE;64;68;32;62;79
19641010;BA;23;31;43;37;55
19641010;CA;40;88;79;77;30
19641010;FI;85;20;89;88;26
19641010;GE;49;90;66;3;74
19641010;MI;55;13;50;61;46
19641010;NA;10;77;15;51;42
19641010;PA;72;3;1;26;61
19641010;RM;63;54;13;57;32
19641010;TO;9;18;66;60;6
19641010;VE;8;82;33;87;30
19641017;BA;86;89;90;59;22
19641017;CA;14;63;12;44;37
19641017;FI;85;14;66;17;86
19641017;GE;24;28;72;43;50
19641017;MI;12;33;48;80;71
19641017;NA;37;86;13;30;64
19641017;PA;32;30;87;14;85
19641017;RM;41;85;11;62;9
19641017;TO;61;68;39;67;35
19641017;VE;4;59;16;62;2
19641024;BA;58;89;34;46;35
19641024;CA;12;5;14;40;59
19641024;FI;18;26;68;72;77
19641024;GE;33;5;25;65;78
19641024;MI;23;74;68;89;69
19641024;NA;35;30;71;7;44
19641024;PA;65;11;82;7;75
19641024;RM;56;55;4;44;63
19641024;TO;25;43;7;28;86
19641024;VE;31;54;84;1;71
19641031;BA;18;75;86;47;77
19641031;CA;75;26;79;22;10
19641031;FI;74;13;60;36;85
19641031;GE;7;12;41;25;79
19641031;MI;45;59;31;18;7
19641031;NA;2;74;81;72;13
19641031;PA;79;54;67;24;1
19641031;RM;76;13;81;17;27
19641031;TO;33;14;56;24;6
19641031;VE;86;39;34;77;15
19641107;BA;65;58;15;24;45
19641107;CA;15;34;22;90;28
19641107;FI;85;70;46;11;83
19641107;GE;18;52;9;27;63
19641107;MI;78;5;75;43;18
19641107;NA;69;76;53;58;84
19641107;PA;23;82;69;90;18
19641107;RM;20;49;73;31;11
19641107;TO;40;39;67;79;77
19641107;VE;34;4;67;19;29
19641114;BA;14;9;59;73;55
19641114;CA;86;57;75;85;37
19641114;FI;36;61;21;86;28
19641114;GE;12;53;50;57;48
19641114;MI;26;1;29;74;13
19641114;NA;25;41;1;6;44
19641114;PA;76;40;58;66;29
19641114;RM;53;22;79;4;24
19641114;TO;85;6;15;65;66
19641114;VE;39;10;8;40;38
19641121;BA;16;47;46;8;41
19641121;CA;77;14;34;23;27
19641121;FI;14;65;54;2;39
19641121;GE;84;71;44;87;21
19641121;MI;74;67;13;85;46
19641121;NA;57;87;16;6;43
19641121;PA;70;54;21;2;87
19641121;RM;57;62;31;61;34
19641121;TO;53;54;60;79;24
19641121;VE;40;17;73;51;53
19641128;BA;89;26;23;3;85
19641128;CA;52;40;24;17;51
19641128;FI;32;45;16;7;29
19641128;GE;33;13;87;78;41
19641128;MI;67;48;47;83;13
19641128;NA;74;6;88;77;12
19641128;PA;71;59;21;6;51
19641128;RM;79;58;38;76;90
19641128;TO;8;21;62;78;85
19641128;VE;77;75;68;59;13
19641205;BA;22;62;47;77;71
19641205;CA;35;4;32;69;28
19641205;FI;79;41;27;80;47
19641205;GE;87;50;35;49;58
19641205;MI;1;26;56;59;75
19641205;NA;9;2;18;58;1
19641205;PA;89;20;54;66;46
19641205;RM;58;63;44;72;14
19641205;TO;3;47;73;83;46
19641205;VE;30;28;33;76;70
19641212;BA;64;81;90;23;83
19641212;CA;54;90;71;56;23
19641212;FI;46;86;82;8;61
19641212;GE;89;81;49;17;59
19641212;MI;46;15;47;33;50
19641212;NA;87;81;23;68;86
19641212;PA;65;29;81;77;72
19641212;RM;22;40;14;46;50
19641212;TO;62;49;61;57;50
19641212;VE;21;72;12;18;75
19641219;BA;20;70;3;19;58
19641219;CA;6;11;75;4;87
19641219;FI;8;39;77;36;60
19641219;GE;50;3;87;88;77
19641219;MI;39;82;58;85;30
19641219;NA;8;1;31;81;44
19641219;PA;13;14;10;1;90
19641219;RM;20;42;13;75;67
19641219;TO;41;65;57;49;66
19641219;VE;25;37;65;80;75
19641228;BA;62;48;19;14;52
19641228;CA;51;77;56;39;36
19641228;FI;15;27;10;85;80
19641228;GE;31;59;6;39;81
19641228;MI;71;54;5;29;77
19641228;NA;17;46;89;58;1
19641228;PA;44;56;8;5;75
19641228;RM;4;44;2;29;14
19641228;TO;57;28;80;65;26
19641228;VE;77;58;65;88;27
19650102;BA;18;14;60;44;15
19650102;CA;78;90;21;70;18
19650102;FI;9;88;20;90;61
19650102;GE;46;55;75;16;47
19650102;MI;46;2;67;50;32
19650102;NA;80;35;90;75;42
19650102;PA;67;38;3;79;18
19650102;RM;58;4;2;21;64
19650102;TO;42;54;59;27;60
19650102;VE;1;54;30;86;23
19650109;BA;32;2;28;14;51
19650109;CA;74;62;38;34;57
19650109;FI;29;86;4;39;6
19650109;GE;17;37;39;23;38
19650109;MI;34;71;86;14;89
19650109;NA;2;67;69;70;71
19650109;PA;70;48;78;32;16
19650109;RM;26;29;23;61;36
19650109;TO;14;6;65;21;50
19650109;VE;61;37;51;70;49
19650116;BA;36;64;76;44;2
19650116;CA;43;66;4;90;24
19650116;FI;13;23;73;35;64
19650116;GE;58;72;64;16;50
19650116;MI;90;66;76;49;5
19650116;NA;45;65;10;88;59
19650116;PA;8;15;20;46;56
19650116;RM;87;9;25;44;32
19650116;TO;40;72;66;79;68
19650116;VE;55;86;68;33;72
19650123;BA;31;24;75;73;19
19650123;CA;20;18;58;47;52
19650123;FI;32;54;36;43;37
19650123;GE;29;72;23;52;38
19650123;MI;74;63;83;34;51
19650123;NA;39;59;2;44;31
19650123;PA;66;44;42;27;86
19650123;RM;12;78;63;69;42
19650123;TO;28;68;18;15;46
19650123;VE;35;30;41;27;60
19650130;BA;23;18;27;89;52
19650130;CA;29;27;2;66;38
19650130;FI;17;2;9;5;39
19650130;GE;90;88;87;54;39
19650130;MI;74;24;45;16;27
19650130;NA;9;29;21;34;68
19650130;PA;89;55;60;34;12
19650130;RM;58;41;80;84;75
19650130;TO;43;26;88;54;9
19650130;VE;52;10;16;34;87
19650206;BA;7;75;2;86;69
19650206;CA;70;39;6;23;65
19650206;FI;57;51;62;83;76
19650206;GE;9;15;72;50;86
19650206;MI;59;86;68;19;49
19650206;NA;32;38;81;61;68
19650206;PA;39;69;55;77;34
19650206;RM;11;58;70;88;7
19650206;TO;66;52;49;64;10
19650206;VE;7;8;32;58;24
19650213;BA;88;73;47;10;28
19650213;CA;66;80;46;43;78
19650213;FI;24;89;37;22;58
19650213;GE;23;3;42;66;27
19650213;MI;15;49;56;75;63
19650213;NA;80;57;15;51;70
19650213;PA;79;20;88;50;84
19650213;RM;70;63;42;15;45
19650213;TO;45;78;85;12;19
19650213;VE;16;83;76;17;18
19650220;BA;90;9;47;33;23
19650220;CA;63;12;17;67;8
19650220;FI;90;27;28;4;72
19650220;GE;5;84;25;38;14
19650220;MI;40;58;64;3;73
19650220;NA;70;71;66;34;21
19650220;PA;4;18;81;73;79
19650220;RM;58;38;68;69;80
19650220;TO;53;15;14;5;24
19650220;VE;54;29;20;67;59
19650227;BA;88;64;51;65;15
19650227;CA;1;16;61;51;79
19650227;FI;22;14;16;25;32
19650227;GE;86;3;74;53;71
19650227;MI;75;12;70;65;20
19650227;NA;48;72;52;16;7
19650227;PA;84;87;55;70;75
19650227;RM;89;79;65;4;25
19650227;TO;49;74;85;7;51
19650227;VE;41;48;60;81;3
19650306;BA;12;75;18;54;32
19650306;CA;84;23;36;28;16
19650306;FI;56;61;59;38;57
19650306;GE;81;42;84;10;61
19650306;MI;6;57;30;82;5
19650306;NA;8;17;66;62;76
19650306;PA;90;73;88;27;54
19650306;RM;5;31;83;66;4
19650306;TO;5;11;81;77;22
19650306;VE;50;21;69;90;11
19650313;BA;7;25;82;66;57
19650313;CA;50;76;14;64;86
19650313;FI;81;58;70;68;77
19650313;GE;66;72;29;22;3
19650313;MI;38;18;49;65;42
19650313;NA;28;56;43;41;63
19650313;PA;83;47;80;6;79
19650313;RM;32;5;78;80;89
19650313;TO;64;53;73;38;74
19650313;VE;28;86;21;41;46
19650320;BA;12;88;30;66;65
19650320;CA;87;46;1;89;34
19650320;FI;85;74;58;75;79
19650320;GE;41;74;75;78;63
19650320;MI;89;44;81;87;22
19650320;NA;3;21;61;26;38
19650320;PA;61;13;4;24;73
19650320;RM;35;41;68;64;85
19650320;TO;55;6;56;81;74
19650320;VE;57;80;85;7;75
19650327;BA;78;66;55;25;16
19650327;CA;68;43;9;26;39
19650327;FI;48;5;33;73;87
19650327;GE;51;72;84;53;50
19650327;MI;53;49;17;70;66
19650327;NA;15;52;62;69;78
19650327;PA;32;69;19;6;4
19650327;RM;60;90;69;24;43
19650327;TO;30;70;38;49;78
19650327;VE;70;63;28;36;82
19650403;BA;41;75;61;9;72
19650403;CA;24;6;87;61;30
19650403;FI;20;51;48;18;70
19650403;GE;9;3;6;47;44
19650403;MI;15;83;49;70;11
19650403;NA;28;17;38;15;21
19650403;PA;15;71;55;37;80
19650403;RM;89;30;17;22;20
19650403;TO;65;39;61;62;19
19650403;VE;90;41;76;45;69
19650410;BA;54;58;14;48;62
19650410;CA;88;51;44;31;38
19650410;FI;31;83;65;22;69
19650410;GE;72;85;18;78;21
19650410;MI;52;75;79;3;22
19650410;NA;60;65;10;68;5
19650410;PA;87;44;62;4;81
19650410;RM;8;69;29;1;57
19650410;TO;85;57;14;72;43
19650410;VE;24;61;12;76;9
19650417;BA;18;50;31;30;88
19650417;CA;58;13;55;42;32
19650417;FI;25;42;67;1;74
19650417;GE;31;62;68;61;51
19650417;MI;4;26;60;86;45
19650417;NA;49;37;81;69;21
19650417;PA;22;70;48;82;3
19650417;RM;17;86;3;64;19
19650417;TO;81;7;66;59;60
19650417;VE;77;67;14;13;6
19650424;BA;58;73;90;53;84
19650424;CA;28;49;65;70;82
19650424;FI;77;73;53;11;64
19650424;GE;22;87;86;74;82
19650424;MI;80;23;62;40;14
19650424;NA;21;69;41;59;38
19650424;PA;35;83;64;45;21
19650424;RM;51;18;36;43;3
19650424;TO;17;65;2;35;56
19650424;VE;72;83;29;14;65
19650430;BA;59;53;49;19;77
19650430;CA;17;70;61;31;34
19650430;FI;59;13;79;48;57
19650430;GE;74;76;26;66;78
19650430;MI;51;29;12;6;43
19650430;NA;4;81;90;38;70
19650430;PA;89;44;25;41;64
19650430;RM;4;6;69;78;86
19650430;TO;89;51;65;68;72
19650430;VE;10;30;50;24;12
19650508;BA;6;28;81;13;21
19650508;CA;51;8;28;73;58
19650508;FI;73;5;77;31;18
19650508;GE;51;48;16;36;41
19650508;MI;32;84;76;45;81
19650508;NA;14;45;48;8;30
19650508;PA;76;60;23;10;16
19650508;RM;42;58;63;82;62
19650508;TO;84;53;23;74;36
19650508;VE;90;8;4;62;2
19650515;BA;80;5;48;63;84
19650515;CA;29;89;79;51;54
19650515;FI;72;1;2;25;63
19650515;GE;70;13;69;22;26
19650515;MI;50;35;39;82;7
19650515;NA;20;80;88;15;42
19650515;PA;64;15;68;76;80
19650515;RM;54;71;7;18;33
19650515;TO;86;44;7;48;72
19650515;VE;39;7;78;69;20
19650522;BA;2;31;42;59;30
19650522;CA;52;39;21;58;29
19650522;FI;90;67;85;56;9
19650522;GE;17;68;32;15;5
19650522;MI;89;1;50;38;87
19650522;NA;8;33;50;47;3
19650522;PA;1;76;52;22;85
19650522;RM;19;68;39;90;75
19650522;TO;65;23;6;10;4
19650522;VE;37;53;64;13;42
19650529;BA;63;41;48;73;68
19650529;CA;65;53;27;43;8
19650529;FI;15;6;24;73;22
19650529;GE;90;12;17;80;42
19650529;MI;61;64;84;74;23
19650529;NA;88;22;73;23;67
19650529;PA;15;63;26;73;50
19650529;RM;3;54;24;82;32
19650529;TO;42;51;1;62;48
19650529;VE;53;20;14;79;86
19650605;BA;56;67;62;2;72
19650605;CA;24;70;8;32;90
19650605;FI;72;10;26;37;57
19650605;GE;11;60;43;62;21
19650605;MI;66;90;64;81;15
19650605;NA;8;32;54;83;61
19650605;PA;90;24;86;48;51
19650605;RM;55;43;56;47;31
19650605;TO;13;15;44;1;60
19650605;VE;59;19;67;7;43
19650612;BA;57;21;2;85;11
19650612;CA;34;13;21;45;29
19650612;FI;2;53;86;11;83
19650612;GE;85;68;11;6;81
19650612;MI;73;1;81;3;28
19650612;NA;16;82;9;79;66
19650612;PA;73;78;80;86;82
19650612;RM;34;44;89;48;28
19650612;TO;19;42;26;31;14
19650612;VE;68;50;42;84;5
19650619;BA;50;16;25;18;47
19650619;CA;88;15;69;51;31
19650619;FI;30;32;52;39;20
19650619;GE;17;41;42;10;90
19650619;MI;3;20;72;18;49
19650619;NA;39;70;7;48;85
19650619;PA;63;76;19;87;58
19650619;RM;75;61;76;47;29
19650619;TO;75;23;6;19;41
19650619;VE;57;7;66;84;74
19650626;BA;68;40;39;51;35
19650626;CA;52;56;23;55;46
19650626;FI;77;76;51;24;38
19650626;GE;1;11;13;41;47
19650626;MI;31;8;82;27;59
19650626;NA;37;1;59;38;56
19650626;PA;79;78;34;76;17
19650626;RM;46;59;14;50;64
19650626;TO;61;18;29;38;83
19650626;VE;19;13;12;48;40
19650703;BA;37;34;64;17;78
19650703;CA;55;38;72;5;75
19650703;FI;83;79;14;19;57
19650703;GE;13;87;89;52;16
19650703;MI;60;58;62;56;3
19650703;NA;67;76;21;4;5
19650703;PA;3;56;17;78;57
19650703;RM;3;26;35;42;19
19650703;TO;44;19;68;61;27
19650703;VE;87;47;83;9;53
19650710;BA;19;55;39;35;67
19650710;CA;84;10;42;54;19
19650710;FI;48;17;49;25;63
19650710;GE;15;73;11;16;31
19650710;MI;40;1;89;20;7
19650710;NA;85;8;22;42;3
19650710;PA;27;42;34;83;65
19650710;RM;84;63;89;27;19
19650710;TO;23;79;17;54;73
19650710;VE;19;62;58;12;29
19650717;BA;36;2;32;70;84
19650717;CA;58;54;71;78;16
19650717;FI;55;12;69;49;79
19650717;GE;79;64;38;60;23
19650717;MI;66;27;89;47;68
19650717;NA;66;3;68;40;39
19650717;PA;85;42;44;60;33
19650717;RM;13;21;11;53;17
19650717;TO;78;32;44;33;1
19650717;VE;47;72;90;28;11
19650724;BA;39;57;71;33;20
19650724;CA;10;17;50;22;14
19650724;FI;70;60;61;51;87
19650724;GE;20;84;2;63;19
19650724;MI;40;51;85;36;3
19650724;NA;12;83;86;18;32
19650724;PA;13;26;8;38;78
19650724;RM;23;30;81;75;88
19650724;TO;58;55;30;3;10
19650724;VE;39;64;8;81;54
19650731;BA;45;75;25;38;43
19650731;CA;63;64;3;4;23
19650731;FI;78;41;26;27;50
19650731;GE;82;71;46;69;17
19650731;MI;32;9;35;34;12
19650731;NA;25;24;56;81;76
19650731;PA;65;49;2;74;72
19650731;RM;6;54;37;3;38
19650731;TO;21;38;7;58;73
19650731;VE;2;65;56;37;48
19650807;BA;70;85;78;7;42
19650807;CA;18;61;50;19;86
19650807;FI;51;13;5;37;2
19650807;GE;68;80;56;66;3
19650807;MI;34;3;10;72;73
19650807;NA;24;27;74;32;78
19650807;PA;26;37;22;88;40
19650807;RM;26;85;77;81;36
19650807;TO;69;37;2;20;54
19650807;VE;35;48;65;18;21
19650814;BA;65;37;72;67;24
19650814;CA;70;31;42;58;69
19650814;FI;52;7;12;45;39
19650814;GE;76;44;41;5;67
19650814;MI;56;75;80;12;63
19650814;NA;40;46;17;29;58
19650814;PA;45;4;25;81;75
19650814;RM;32;5;82;8;1
19650814;TO;74;59;56;64;68
19650814;VE;48;50;17;18;66
19650821;BA;61;41;80;57;68
19650821;CA;29;34;18;2;47
19650821;FI;58;20;48;34;64
19650821;GE;43;74;72;55;34
19650821;MI;23;54;68;46;84
19650821;NA;77;18;19;52;30
19650821;PA;6;73;84;35;21
19650821;RM;31;78;87;59;7
19650821;TO;6;19;61;45;59
19650821;VE;17;5;46;50;18
19650828;BA;79;4;38;74;67
19650828;CA;28;36;90;13;15
19650828;FI;63;6;48;18;23
19650828;GE;4;28;75;47;24
19650828;MI;45;85;37;61;44
19650828;NA;34;25;40;35;85
19650828;PA;24;45;77;74;43
19650828;RM;14;87;74;23;25
19650828;TO;44;25;80;6;42
19650828;VE;9;40;4;52;66
19650904;BA;44;7;46;39;79
19650904;CA;9;37;62;59;16
19650904;FI;66;69;89;78;71
19650904;GE;22;16;45;18;41
19650904;MI;3;42;65;41;83
19650904;NA;36;1;84;41;32
19650904;PA;58;73;78;9;61
19650904;RM;19;50;39;60;82
19650904;TO;12;40;52;56;15
19650904;VE;81;51;60;29;63
19650911;BA;33;18;72;40;21
19650911;CA;59;27;19;48;64
19650911;FI;35;67;10;48;15
19650911;GE;5;10;46;16;20
19650911;MI;62;61;5;60;36
19650911;NA;86;13;61;14;55
19650911;PA;49;69;17;71;73
19650911;RM;19;45;79;30;62
19650911;TO;10;8;46;24;2
19650911;VE;31;38;83;21;43
19650918;BA;54;13;17;11;66
19650918;CA;81;44;39;40;64
19650918;FI;25;11;56;89;77
19650918;GE;71;88;23;12;14
19650918;MI;40;71;20;58;3
19650918;NA;60;84;90;74;31
19650918;PA;60;51;66;87;21
