data;concorso;numero1;numero2;numero3;numero4;numero5;numero6;jolly;superstar
20040320;23;21;41;60;69;71;83;65;
20040324;24;24;50;58;69;87;88;3;
20040327;25;4;15;39;41;49;68;34;
20040331;26;32;40;45;47;56;71;64;
20040403;27;6;7;13;35;56;87;48;
20040407;28;4;16;17;52;62;67;49;
20040410;29;3;9;41;69;74;79;89;
20040414;30;24;51;64;69;71;77;63;
20040417;31;3;14;50;59;82;84;2;
20040421;32;29;61;62;69;80;85;5;
20040424;33;7;19;27;51;63;86;62;
20040428;34;35;42;60;88;89;90;86;
20040503;35;2;7;24;56;82;85;2;
20040505;36;2;22;37;46;57;74;63;
20040508;37;3;34;62;63;72;73;15;
20040512;38;13;14;40;66;79;85;80;
20040515;39;14;46;49;60;77;86;33;
20040519;40;9;22;36;47;69;85;78;
20040522;41;14;33;5;46;50;66;44;
20040526;42;26;65;73;76;81;90;13;
20040529;43;1;5;16;60;84;86;57;
20040603;44;13;16;42;61;63;81;10;
20040605;45;29;34;37;55;62;78;24;
20040609;46;1;2;26;31;42;64;11;
20040612;47;38;44;46;55;67;85;29;
20040616;48;20;55;59;73;87;90;40;
20040619;49;4;8;11;36;55;83;49;
20040623;50;11;15;58;66;74;79;3;
20040626;51;18;37;40;45;54;56;57;
20040630;52;10;22;34;43;62;68;40;
20040703;53;14;18;22;27;39;58;43;
20040707;54;14;23;29;44;48;74;73;
20040710;55;13;30;47;66;74;81;70;
20040714;56;8;18;26;36;41;52;90;
20040717;57;29;53;54;72;76;90;20;
20040721;58;8;13;31;42;58;88;46;
20040724;59;5;17;18;27;34;47;80;
20040728;60;2;13;22;53;60;85;16;
20040731;61;17;29;63;66;70;89;82;
20040804;62;12;17;27;44;72;90;11;
20040807;63;8;29;38;53;77;80;27;
20040811;64;6;42;43;46;53;70;35;
20040814;65;29;40;52;59;71;84;60;
20040818;66;4;19;51;57;66;89;78;
20040821;67;32;42;55;74;78;88;71;
20040825;68;1;27;37;42;53;61;70;
20040828;69;18;35;50;57;67;72;16;
20040901;70;5;15;66;67;82;84;64;
20040904;71;35;37;41;43;51;88;2;
20040908;72;41;43;53;65;67;80;77;
20040911;73;16;20;43;77;78;84;42;
20040915;74;8;36;49;59;70;87;73;
20040918;75;2;21;24;27;42;68;63;
20040922;76;11;67;72;74;75;77;44;
20040925;77;2;49;56;76;86;89;10;
20040929;78;2;11;22;25;60;78;74;
20041002;79;9;37;41;46;65;79;83;
20041006;80;3;11;19;28;52;87;72;
20041009;81;7;32;44;47;65;79;48;
20041013;82;19;44;57;69;71;87;65;
20041016;83;12;14;27;35;73;88;66;
20041020;84;13;33;47;48;70;85;7;
20041023;85;12;40;51;68;73;77;69;
20041027;86;10;14;17;56;65;84;25;
20041030;87;4;13;19;30;53;81;42;
20041103;88;24;35;39;60;72;75;20;
20041106;89;13;18;21;31;41;56;33;
20041110;90;15;51;63;79;83;90;64;
20041113;91;2;21;33;38;45;46;54;
20041117;92;19;21;27;47;59;88;29;
20041120;93;29;30;38;54;66;78;80;
20041124;94;43;45;46;47;69;90;21;
20041127;95;27;35;54;61;83;89;57;
20041201;96;3;41;64;65;74;90;80;
20041204;97;20;24;38;42;44;79;50;
20041209;98;6;8;15;18;33;75;87;
20041211;99;8;41;60;70;73;85;55;
20041215;100;3;4;15;21;61;67;55;
20041218;101;11;23;47;48;80;87;89;
20041222;102;14;15;54;77;80;82;55;
20041227;103;41;59;68;72;74;87;12;
20041229;104;2;24;49;56;76;78;44;
20050103;1;10;21;22;43;61;66;47;
20050105;2;51;53;63;75;76;87;46;
20050108;3;11;25;63;72;76;87;59;
20050112;4;2;12;16;20;24;79;83;
20050115;5;14;31;34;78;89;90;55;
20050119;6;7;43;46;70;77;89;38;
20050122;7;15;45;62;63;80;82;44;
20050126;8;1;22;24;44;47;79;43;
20050129;9;1;16;18;43;47;78;59;
20050202;10;28;32;46;49;85;87;52;
20050205;11;45;60;67;69;70;87;34;
20050209;12;23;35;36;51;59;80;53;
20050212;13;13;18;24;50;58;66;64;
20050216;14;6;8;18;51;80;89;47;
20050219;15;22;26;32;38;42;86;85;
20050223;16;8;17;36;37;60;65;13;
20050226;17;4;23;28;60;64;65;35;
20050302;18;15;31;62;68;72;73;25;
20050305;19;19;21;36;55;77;87;51;
20050309;20;26;31;50;71;85;87;18;
20050312;21;2;8;30;74;76;88;37;
20050316;22;4;10;18;53;75;80;85;
20050319;23;12;33;40;52;53;85;22;
20050323;24;11;32;36;52;63;66;26;
20050326;25;42;55;59;61;70;73;41;
20050330;26;6;55;61;65;78;89;13;
20050402;27;7;24;42;49;54;65;44;
20050406;28;28;41;56;75;83;90;44;
20050409;29;29;30;61;65;73;81;58;
20050413;30;1;52;70;73;83;89;56;
20050416;31;5;13;20;32;38;52;7;
20050420;32;19;47;56;57;70;71;11;
20050423;33;1;32;37;68;81;88;74;
20050427;34;13;15;19;21;82;86;87;
20050430;35;16;31;53;63;70;81;7;
20050504;36;1;29;49;53;56;74;67;
20050507;37;6;11;21;30;58;63;5;
20050511;38;5;55;68;69;70;76;14;
20050514;39;6;16;44;45;89;90;82;
20050518;40;5;9;23;40;57;68;66;
20050521;41;4;15;25;39;45;79;50;
20050525;42;17;19;35;39;40;51;72;
20050528;43;2;3;10;15;31;61;37;
20050601;44;3;7;11;35;69;85;19;
20050604;45;15;18;35;55;64;88;50;
20050608;46;6;8;28;29;32;73;59;
20050611;47;22;35;36;44;74;75;58;
20050615;48;6;57;58;66;76;80;72;
20050618;49;7;19;27;54;64;78;86;
20050621;50;10;13;45;51;65;88;43;
20050623;51;9;24;56;68;80;86;14;
20050625;52;4;8;38;60;82;89;88;
20050628;53;6;8;49;60;72;74;89;
20050630;54;6;27;42;49;82;86;69;
20050702;55;1;19;23;50;74;77;18;
20050705;56;33;39;49;57;76;80;53;
20050707;57;17;21;40;55;64;79;86;
20050709;58;2;13;18;51;52;55;64;
20050712;59;5;24;28;41;51;73;29;
20050714;60;8;14;41;55;83;85;7;
20050716;61;8;22;28;36;74;85;79;
20050719;62;2;15;39;57;62;73;75;
20050721;63;2;7;16;26;34;80;23;
20050723;64;41;48;66;81;86;87;50;
20050726;65;3;17;43;54;75;79;76;
20050728;66;8;18;25;38;41;43;4;
20050730;67;25;28;29;54;74;88;2;
20050802;68;24;34;64;66;68;72;65;
20050804;69;24;37;64;81;84;90;74;
20050806;70;1;4;22;24;38;46;61;
20050809;71;3;8;13;28;50;61;38;
20050811;72;3;49;68;73;76;80;70;
20050813;73;7;8;33;39;48;84;23;
20050816;74;18;22;28;33;57;71;64;
20050818;75;3;15;49;65;70;72;63;
20050820;76;24;34;56;72;79;88;18;
20050823;77;7;22;33;48;86;87;39;
20050825;78;7;15;33;40;51;64;17;
20050827;79;11;14;17;35;43;70;54;
20050830;80;10;29;53;73;78;83;16;
20050901;81;9;12;20;55;69;81;64;
20050903;82;3;11;26;36;45;75;1;
20050906;83;13;22;31;54;55;87;29;
20050908;84;42;64;79;84;87;89;6;
20050910;85;20;48;57;65;71;90;39;
20050913;86;18;21;24;28;74;77;13;
20050915;87;19;36;44;46;51;89;9;
20050917;88;13;14;20;22;44;89;1;
20050920;89;37;40;70;71;75;80;15;
20050922;90;18;28;34;46;66;82;90;
20050924;91;4;18;41;52;79;82;39;
20050927;92;12;33;49;58;69;75;55;
20050929;93;12;23;29;48;52;78;40;
20051001;94;44;56;63;71;79;90;88;
20051004;95;5;25;44;54;65;70;43;
20051006;96;5;11;13;55;66;71;25;
20051008;97;15;25;58;61;83;86;77;
20051011;98;10;25;35;83;87;90;5;
20051013;99;14;20;35;45;48;66;57;
20051015;100;13;27;46;68;79;83;32;
20051018;101;3;33;63;71;78;79;74;
20051020;102;7;48;53;59;70;76;63;
20051022;103;24;35;38;61;70;86;58;
20051025;104;17;39;48;55;57;85;15;
20051027;105;17;42;62;67;77;79;74;
20051029;106;3;6;21;24;37;48;13;
20051102;107;5;31;57;66;81;85;50;
20051103;108;9;13;17;47;63;81;77;
20051105;109;13;30;60;67;84;86;78;
20051108;110;1;13;14;25;72;86;4;
20051110;111;3;15;23;40;51;60;32;
20051112;112;11;16;54;56;57;82;41;
20051115;113;48;59;65;69;84;90;46;
20051117;114;20;26;30;39;40;55;73;
20051119;115;12;14;23;36;72;87;89;
20051122;116;4;16;31;54;70;87;27;
20051124;117;25;28;34;44;57;80;86;
20051126;118;23;30;32;41;48;64;78;
20051129;119;1;12;21;36;40;84;48;
20051201;120;22;30;43;56;69;78;66;
20051203;121;24;40;53;60;63;68;56;
20051206;122;18;38;43;57;73;88;67;
20051209;123;15;23;35;38;69;89;22;
20051210;124;20;27;28;46;64;85;68;
20051213;125;52;59;63;72;75;87;89;
20051215;126;6;26;42;51;60;79;47;
20051217;127;20;23;42;70;80;90;39;
20051220;128;1;17;31;39;49;71;7;
20051222;129;9;46;54;64;69;72;90;
20051224;130;26;47;49;66;86;88;44;
20051227;131;3;5;51;55;82;83;76;
20051229;132;3;4;17;20;23;54;43;
20051231;133;57;66;68;70;74;86;87;
20060103;1;13;14;22;24;46;81;70;
20060105;2;8;27;29;38;64;82;37;
20060107;3;43;45;80;81;82;86;77;
20060110;4;54;58;72;73;82;86;38;
20060112;5;26;30;38;55;69;75;11;
20060114;6;30;31;33;44;77;89;51;
20060117;7;26;27;31;69;78;85;67;
20060119;8;25;55;60;69;77;81;34;
20060121;9;7;37;44;45;53;68;57;
20060124;10;11;13;27;47;82;84;28;
20060126;11;9;47;59;73;79;88;18;
20060128;12;25;39;74;76;85;88;58;
20060131;13;34;38;53;60;72;88;18;
20060202;14;3;22;29;54;75;84;78;
20060204;15;13;22;43;50;70;76;14;
20060207;16;11;18;27;37;65;72;43;
20060209;17;7;33;38;51;53;67;57;
20060211;18;1;2;8;30;42;43;45;
20060214;19;8;44;47;60;66;77;83;
20060216;20;5;6;18;34;42;72;8;
20060218;21;34;40;42;64;77;88;48;
20060221;22;20;58;65;70;77;86;87;
20060223;23;17;26;70;76;82;90;72;
20060225;24;3;6;44;60;84;86;53;
20060228;25;3;21;63;81;87;89;4;
20060302;26;4;35;41;66;77;89;68;
20060304;27;17;27;29;31;44;46;51;
20060307;28;1;7;22;72;79;82;75;
20060309;29;10;12;15;51;66;68;60;
20060311;30;26;28;55;61;62;85;81;
20060314;31;15;20;32;43;45;54;81;
20060316;32;8;10;15;42;48;51;25;
20060318;33;41;43;52;59;73;82;87;
20060321;34;7;8;10;29;40;52;14;
20060323;35;10;41;53;62;65;76;26;
20060325;36;16;20;29;31;38;45;25;
20060328;37;24;25;33;42;57;89;20;
20060330;38;1;4;14;30;78;82;70;
20060401;39;15;30;33;37;62;78;55;
20060404;40;13;25;45;70;78;88;89;
20060406;41;13;19;60;61;83;90;10;
20060408;42;16;33;60;61;62;63;77;
20060411;43;16;19;44;60;76;89;79;
20060413;44;27;35;41;46;49;86;24;
20060415;45;10;11;13;37;81;84;3;
20060418;46;1;4;12;14;66;78;55;
20060420;47;32;35;44;58;82;90;52;
20060422;48;16;21;59;70;71;83;90;
20060426;49;13;18;47;51;60;64;11;
20060427;50;8;23;30;53;69;78;36;
20060429;51;12;22;53;54;60;77;28;
20060502;52;22;42;52;55;62;74;61;
20060504;53;11;18;37;52;62;77;59;
20060506;54;19;22;46;49;72;85;14;
20060509;55;16;23;40;62;79;88;42;
20060511;56;14;19;20;26;79;82;47;
20060513;57;11;31;38;50;59;62;7;
20060516;58;1;4;32;35;36;87;7;
20060518;59;1;63;67;71;75;79;28;
20060520;60;5;32;39;50;59;77;71;
20060523;61;30;36;39;68;71;80;38;
20060525;62;19;22;44;61;66;75;77;
20060527;63;5;11;33;51;82;85;19;
20060530;64;1;16;25;33;54;71;11;
20060601;65;18;33;51;66;87;90;5;
20060603;66;20;68;70;71;72;81;90;
20060606;67;29;31;41;44;64;73;1;
20060608;68;5;42;51;66;69;74;22;
20060610;69;9;10;63;73;79;90;2;
20060613;70;10;13;21;31;48;72;79;
20060615;71;6;27;39;43;62;84;67;
20060617;72;2;8;43;48;60;67;74;
20060620;73;22;26;51;63;64;73;17;
20060622;74;8;22;36;48;53;55;29;
20060624;75;5;11;24;26;49;68;13;
20060627;76;11;29;56;62;68;76;33;
20060629;77;27;28;56;67;75;86;79;
20060701;78;5;11;40;45;58;75;66;
20060704;79;20;45;59;75;84;90;85;
20060706;80;21;22;34;55;56;74;63;
20060708;81;4;49;54;73;79;83;29;
20060711;82;2;12;19;25;31;76;49;
20060713;83;15;46;47;67;73;90;51;
20060715;84;16;21;27;43;56;64;19;
20060718;85;3;27;30;38;43;60;50;
20060720;86;22;36;65;72;82;86;27;
20060722;87;12;37;46;54;58;79;90;
20060725;88;5;35;49;52;65;89;15;
20060727;89;26;34;68;82;83;87;42;
20060729;90;18;24;46;47;69;70;82;
20060801;91;31;37;45;52;74;83;70;
20060803;92;21;22;25;53;76;85;7;
20060805;93;5;11;21;49;54;84;66;
20060808;94;3;4;5;47;55;80;73;
20060810;95;6;9;42;48;81;87;63;
20060812;96;45;49;63;67;82;90;72;
20060816;97;8;25;28;57;71;72;83;
20060817;98;4;25;30;40;41;62;38;
20060819;99;6;59;77;81;82;88;61;
20060822;100;3;8;16;64;72;73;22;
20060824;101;3;27;29;46;47;61;15;
20060826;102;3;9;14;55;62;83;79;
20060829;103;46;49;50;57;68;69;14;
20060831;104;2;11;17;33;79;87;7;
20060902;105;26;33;35;45;54;61;10;
20060905;106;16;21;51;64;65;89;63;
20060907;107;1;3;29;63;72;85;55;
20060909;108;7;10;24;31;81;84;4;
20060912;109;8;22;36;43;76;77;23;
20060914;110;10;22;27;34;56;85;16;
20060916;111;14;34;35;37;41;61;31;
20060919;112;4;6;8;14;21;28;56;
20060921;113;2;8;27;30;35;87;21;
20060923;114;8;23;39;52;75;81;65;
20060926;115;6;9;10;20;60;83;81;
20060928;116;52;58;61;62;65;69;53;
20060930;117;3;47;63;66;67;69;56;
20061003;118;14;24;33;41;53;82;47;
20061005;119;4;40;60;71;72;90;21;
20061007;120;15;29;30;68;79;85;26;
20061010;121;6;13;34;52;63;83;16;
20061012;122;12;46;52;55;65;90;32;
20061014;123;12;37;38;42;79;82;60;
20061017;124;4;18;24;49;66;81;70;
20061019;125;34;36;44;50;71;80;85;
20061021;126;4;5;21;26;42;79;84;
20061024;127;4;25;43;45;71;90;52;
20061026;128;42;44;45;47;72;79;15;
20061028;129;15;29;50;57;79;88;84;
20061031;130;8;19;27;43;51;79;22;
20061102;131;2;4;5;9;22;75;79;
20061104;132;14;37;48;50;65;66;87;
20061107;133;10;27;42;72;75;87;44;
20061109;134;5;6;28;61;77;87;71;
20061111;135;22;36;40;44;46;76;30;
20061114;136;8;12;14;66;76;88;45;
20061116;137;36;42;46;51;72;84;65;
20061118;138;36;55;59;81;82;89;20;
20061121;139;2;3;35;41;48;88;5;
20061123;140;23;29;42;44;59;82;38;
20061125;141;1;2;4;44;75;80;33;
20061128;142;50;51;57;59;64;74;28;
20061130;143;1;31;51;73;77;88;89;
20061202;144;25;45;63;71;74;88;90;4
20061205;145;3;12;22;65;77;84;4;27
20061207;146;4;19;31;51;56;57;24;81
20061209;147;21;23;28;48;49;54;65;7
20061212;148;7;17;44;63;64;88;8;56
20061214;149;1;31;48;75;78;81;28;59
20061216;150;14;28;40;52;54;83;25;61
20061219;151;10;19;32;44;56;76;15;50
20061221;152;2;10;30;43;56;83;64;47
20061223;153;8;13;16;17;49;68;15;13
20061227;154;3;11;28;29;68;88;39;90
20061228;155;15;43;45;66;74;87;86;70
20061230;156;2;20;32;51;53;83;47;43
20070102;1;42;47;55;57;61;79;72;65
20070104;2;21;40;76;77;83;84;73;90
20070108;3;3;45;49;53;58;77;48;46
20070109;4;16;39;65;67;83;86;64;10
20070111;5;6;27;59;71;85;90;72;70
20070113;6;11;49;53;65;77;89;33;2
20070116;7;1;11;24;33;36;80;15;3
20070118;8;7;39;45;47;55;80;3;78
20070120;9;18;47;55;64;74;89;23;17
20070123;10;8;10;20;40;80;85;32;66
20070125;11;4;6;26;28;53;64;42;90
20070127;12;10;33;34;44;70;79;80;48
20070130;13;1;23;38;50;60;77;39;57
20070201;14;1;20;21;27;44;75;36;22
20070203;15;3;12;32;43;51;58;13;44
20070206;16;21;35;39;54;62;85;71;32
20070208;17;3;9;33;61;65;85;11;83
20070210;18;11;30;55;76;77;90;57;52
20070213;19;4;29;70;82;86;88;8;2
20070215;20;11;22;35;65;78;81;7;25
20070217;21;40;41;62;65;89;90;25;89
20070220;22;19;25;31;56;82;90;17;22
20070222;23;28;44;51;72;81;90;16;74
20070224;24;1;30;60;70;74;77;90;88
20070227;25;6;20;58;59;65;88;90;78
20070301;26;40;55;64;65;70;85;13;65
20070303;27;6;32;50;57;59;61;68;29
20070306;28;1;8;21;30;81;86;13;54
20070308;29;5;27;43;50;75;90;54;59
20070310;30;16;22;36;40;62;75;55;51
20070313;31;13;46;48;76;81;83;35;70
20070315;32;1;6;43;46;61;83;80;71
20070317;33;10;43;55;56;81;87;69;35
20070320;34;5;7;68;71;75;85;15;18
20070322;35;23;32;34;72;80;83;22;86
20070324;36;28;45;60;63;74;86;66;5
20070327;37;35;36;43;46;69;75;47;17
20070329;38;13;17;19;21;69;73;78;20
20070331;39;42;70;74;78;82;87;23;41
20070403;40;12;16;21;25;27;64;66;4
20070405;41;2;17;60;77;85;86;21;71
20070407;42;1;29;37;67;74;81;54;67
20070410;43;8;30;39;66;69;78;70;54
20070412;44;10;28;53;64;76;79;47;81
20070414;45;3;46;64;71;78;87;4;64
20070417;46;3;21;33;45;47;85;17;22
20070419;47;28;30;65;74;77;83;40;88
20070421;48;11;19;43;75;81;87;1;80
20070424;49;8;36;40;45;67;79;84;40
20070426;50;36;38;54;56;75;85;28;32
20070428;51;7;15;16;21;37;60;52;58
20070502;52;3;6;12;20;69;83;80;52
20070503;53;1;11;20;66;69;88;35;3
20070505;54;2;3;64;69;73;82;62;58
20070508;55;14;30;33;35;58;76;82;77
20070510;56;32;38;55;58;66;85;51;38
20070512;57;25;46;48;52;57;81;3;6
20070515;58;23;33;78;79;87;88;56;90
20070517;59;10;36;63;75;79;85;49;44
20070519;60;7;8;13;17;38;43;6;59
20070522;61;1;44;67;77;88;90;79;31
20070524;62;13;19;32;39;44;61;66;18
20070526;63;5;31;62;63;68;78;2;47
20070529;64;1;16;17;31;42;70;81;51
20070531;65;7;21;36;38;77;79;17;18
20070604;66;17;39;40;75;76;88;19;86
20070605;67;1;9;13;29;71;83;56;41
20070607;68;59;66;69;72;73;80;23;53
20070609;69;5;19;20;26;53;54;56;23
20070612;70;1;14;17;47;61;66;13;53
20070614;71;12;42;44;46;52;86;25;34
20070616;72;29;32;39;43;66;73;60;6
20070619;73;1;2;26;41;65;80;37;27
20070621;74;2;10;35;67;77;90;51;80
20070623;75;15;42;65;68;70;90;46;40
20070626;76;6;15;45;47;69;70;40;18
20070628;77;3;20;47;52;83;90;75;22
20070630;78;4;24;30;61;66;69;67;24
20070703;79;19;23;39;54;79;87;42;43
20070705;80;8;24;52;73;84;86;51;11
20070707;81;32;45;69;77;83;87;19;3
20070710;82;14;42;53;68;83;89;75;78
20070712;83;1;35;51;56;68;79;63;7
20070714;84;27;33;44;56;63;85;79;40
20070717;85;23;31;62;65;69;89;49;46
20070719;86;21;30;33;45;62;70;57;3
20070721;87;18;62;64;69;75;81;3;6
20070724;88;43;56;61;62;73;81;75;73
20070726;89;20;22;36;68;81;87;52;55
20070728;90;8;38;47;63;71;84;69;36
20070731;91;12;38;65;72;83;84;31;61
20070802;92;16;24;51;55;59;66;41;52
20070804;93;41;46;64;71;84;87;81;22
20070807;94;21;29;50;55;67;73;24;85
20070809;95;34;39;57;62;79;83;13;3
20070811;96;30;37;41;62;65;68;40;64
20070814;97;14;19;44;52;60;71;57;18
20070816;98;16;24;37;38;69;78;25;4
20070818;99;1;25;60;67;87;88;75;14
20070821;100;11;27;45;53;55;58;34;85
20070823;101;8;46;49;55;80;87;64;67
20070825;102;4;23;25;30;34;57;40;70
20070828;103;6;18;36;75;81;83;72;75
20070830;104;19;48;49;56;60;88;76;56
20070901;105;1;35;37;39;57;84;67;31
20070904;106;5;6;9;51;62;66;10;3
20070906;107;9;16;22;25;26;70;64;63
20070908;108;9;31;32;47;70;89;19;5
20070911;109;3;4;19;39;73;78;80;5
20070913;110;15;23;59;65;78;82;41;79
20070915;111;10;30;57;64;72;75;49;3
20070918;112;7;17;30;56;68;80;19;28
20070920;113;10;20;24;38;49;87;77;48
20070922;114;4;52;68;79;85;86;20;68
20070925;115;10;14;18;22;48;68;38;24
20070927;116;2;23;46;48;55;63;15;83
20070929;117;8;11;17;20;21;80;64;35
20071002;118;8;23;48;49;61;62;47;54
20071004;119;3;17;33;51;77;87;16;42
20071006;120;3;20;21;43;69;70;78;11
20071009;121;7;9;17;51;57;78;87;20
20071011;122;18;37;49;71;76;78;23;35
20071013;123;12;41;42;44;80;86;37;46
20071016;124;7;21;58;65;72;77;85;23
20071018;125;2;24;51;55;62;81;53;27
20071020;126;11;17;20;36;57;72;51;89
20071023;127;1;10;26;62;71;90;43;32
20071025;128;3;6;7;30;67;89;11;7
20071027;129;7;19;39;42;56;57;18;73
20071030;130;22;39;54;63;68;73;12;15
20071102;131;29;31;51;60;72;73;69;50
20071103;132;11;31;44;64;83;89;34;37
20071106;133;13;18;32;46;55;78;59;66
20071108;134;16;29;38;62;72;84;66;28
20071110;135;6;39;50;52;54;88;51;49
20071113;136;1;2;33;62;68;79;14;21
20071115;137;4;9;69;74;76;85;86;11
20071117;138;18;28;40;63;86;68;71;68
20071120;139;1;18;30;34;65;75;31;45
20071122;140;2;51;55;57;61;82;15;60
20071124;141;26;37;53;81;86;90;31;60
20071127;142;2;22;28;39;61;79;84;23
20071129;143;17;41;42;43;66;76;8;46
20071201;144;6;19;30;53;55;76;17;70
20071204;145;3;10;40;54;69;85;43;13
20071206;146;33;37;48;65;83;84;55;88
20071210;147;5;13;28;30;42;63;84;66
20071211;148;9;12;28;71;82;85;37;1
20071213;149;12;20;22;39;55;72;15;52
20071215;150;25;31;43;61;63;86;23;39
20071218;151;28;29;33;35;65;80;69;7
20071220;152;6;10;13;17;22;46;43;85
20071222;153;3;14;30;50;66;87;47;48
20071224;154;29;31;35;49;69;74;16;28
20071227;155;6;13;19;37;67;72;49;1
20071229;156;12;26;70;74;84;87;43;11
20080102;1;16;38;40;69;84;90;60;14
20080103;2;20;39;56;64;66;85;29;17
20080105;3;16;30;68;75;83;86;15;25
20080108;4;17;23;30;74;81;84;55;49
20080110;5;23;25;30;44;51;68;58;21
20080112;6;8;9;52;77;82;86;85;8
20080115;7;12;50;55;62;67;88;29;1
20080117;8;4;15;21;35;59;73;70;76
20080119;9;10;23;31;35;61;87;81;15
20080122;10;7;18;19;56;66;71;26;20
20080124;11;18;28;33;41;63;84;88;41
20080126;12;15;17;25;31;85;87;82;57
20080129;13;1;23;30;60;70;74;31;21
20080131;14;7;14;26;34;45;77;83;34
20080202;15;18;33;61;70;81;90;10;80
20080205;16;22;28;75;78;83;87;13;84
20080207;17;30;32;49;68;71;85;86;9
20080209;18;2;3;13;23;30;70;85;72
20080212;19;8;16;33;64;68;82;4;44
20080214;20;4;18;30;69;73;74;78;52
20080216;21;16;17;52;60;80;81;29;52
20080219;22;2;18;35;53;60;66;32;45
20080221;23;27;43;46;51;52;72;83;32
20080223;24;11;13;25;62;76;80;18;54
20080226;25;2;11;40;60;73;82;74;50
20080228;26;2;5;6;56;58;73;3;38
20080301;27;23;30;33;67;69;71;61;56
20080304;28;12;32;54;63;64;85;62;77
20080306;29;1;16;32;51;60;61;78;11
20080308;30;4;12;21;39;59;83;64;63
20080311;31;41;51;61;66;75;88;27;71
20080313;32;50;61;62;71;72;74;59;9
20080315;33;7;32;49;55;61;83;64;82
20080318;34;27;36;38;41;71;84;6;37
20080320;35;5;37;38;59;71;80;43;33
20080322;36;30;37;47;72;85;87;71;34
20080325;37;8;36;75;76;79;83;65;58
20080327;38;11;34;46;58;77;82;50;27
20080329;39;1;17;33;34;46;62;3;17
20080401;40;5;9;53;57;61;84;78;2
20080403;41;9;37;40;61;69;84;35;36
20080405;42;29;51;52;62;72;79;34;43
20080408;43;12;21;49;51;56;74;8;76
20080410;44;34;54;72;76;79;85;78;10
20080412;45;5;34;55;58;74;90;8;33
20080415;46;2;25;28;31;46;59;22;25
20080417;47;8;14;36;71;74;87;18;29
20080419;48;22;29;30;32;41;52;42;7
20080422;49;18;54;62;80;88;90;24;58
20080424;50;36;43;47;49;84;89;51;25
20080426;51;56;64;72;81;83;86;32;25
20080429;52;28;33;42;54;76;79;68;62
20080502;53;36;38;40;51;53;71;8;58
20080503;54;8;38;39;52;64;70;73;39
20080506;55;7;71;72;75;80;90;85;55
20080508;56;8;29;33;47;52;56;59;19
20080510;57;1;4;25;44;82;89;23;50
20080513;58;28;33;39;40;80;89;82;12
20080515;59;7;31;38;57;84;87;86;71
20080517;60;8;53;65;66;80;87;3;20
20080520;61;40;42;57;62;67;88;3;49
20080522;62;22;63;66;73;81;90;47;43
20080524;63;6;16;28;32;43;90;73;27
20080527;64;7;10;50;51;80;85;60;46
20080529;65;7;30;40;58;75;79;84;78
20080531;66;8;16;39;63;84;86;34;48
20080603;67;2;26;30;32;63;89;56;82
20080605;68;13;22;40;41;51;86;6;26
20080607;69;10;26;53;66;70;78;75;64
20080610;70;4;62;67;69;70;84;23;31
20080612;71;10;15;17;57;65;80;1;47
20080614;72;3;6;20;46;50;80;86;2
20080617;73;8;11;14;39;46;51;57;2
20080619;74;18;31;47;59;75;80;79;73
20080621;75;8;16;42;64;72;74;53;74
20080624;76;13;25;54;56;57;58;31;15
20080626;77;4;12;35;61;66;84;79;75
20080628;78;6;19;25;42;48;52;56;57
20080701;79;1;38;54;63;66;74;13;22
20080703;80;19;32;41;42;64;65;75;81
20080705;81;9;69;70;72;77;81;39;1
20080708;82;1;26;49;74;82;87;81;74
20080710;83;11;22;39;52;55;63;24;6
20080712;84;16;26;31;67;74;82;18;74
20080715;85;21;40;57;60;61;68;9;68
20080717;86;8;28;34;63;86;90;15;89
20080719;87;4;33;34;44;52;63;27;53
20080722;88;35;49;56;78;87;90;10;59
20080724;89;15;17;25;39;57;58;24;18
20080726;90;6;44;66;68;77;86;20;17
20080729;91;14;28;37;47;53;57;88;23
20080731;92;20;67;71;81;84;88;7;27
20080802;93;35;49;68;71;82;85;31;48
20080805;94;1;30;36;37;60;88;27;28
20080807;95;19;30;52;66;70;82;84;33
20080809;96;2;11;21;23;39;47;72;31
20080812;97;12;24;26;50;65;69;51;51
20080814;98;8;19;30;32;52;75;85;79
20080816;99;7;10;35;64;77;89;21;83
20080819;100;5;7;13;33;66;79;84;27
20080821;101;2;4;11;37;62;75;19;25
20080823;102;21;31;37;64;75;88;41;27
20080826;103;7;23;28;50;80;87;27;63
20080828;104;18;19;36;39;58;88;53;16
20080830;105;24;26;33;36;38;73;74;29
20080902;106;6;29;30;78;81;88;26;27
20080904;107;1;6;11;27;65;80;21;39
20080906;108;2;22;33;42;52;71;72;86
20080909;109;1;3;20;43;51;78;12;83
20080911;110;27;31;35;53;54;78;45;27
20080913;111;28;38;41;58;67;80;85;79
20080916;112;21;30;32;41;47;67;49;24
20080918;113;15;18;21;57;59;61;19;56
20080920;114;7;12;36;73;77;85;1;1
20080923;115;8;22;31;39;58;63;42;48
20080925;116;25;51;53;72;77;81;83;19
20080927;117;3;16;20;55;60;80;52;10
20080930;118;5;34;43;53;71;78;73;28
20081002;119;2;41;59;68;74;86;31;56
20081004;120;31;58;80;81;88;89;65;79
20081007;121;16;21;24;60;66;79;82;44
20081009;122;4;19;20;24;44;55;80;80
20081011;123;7;9;35;61;67;68;53;26
